song_name,artist_names,genres,parent_genres,album,release_date,spotify_track_id,album_label,ISRC,yearly_streams,artist_ids
Si Te Vas,"Sech, Ozuna","reggaeton, urbano latino, latin, trap latino",Latin,Si Te Vas,2019-09-26,6Y4PDQv4XjYjHLeLmvyOt0,Rich Music,QM9WM1900143,51896355,"77ziqFxp5gaInVrF2lj4ht, 1i8SpTcr7yvPOmcqrbnVXY"
Believer,Imagine Dragons,,,Evolve,2017-06-23,0pqnGHJpmpxLKifKRmU6WP,Kid Ina Korner / Interscope,USUM71700626,333531648,53XhwfbYqKCa1cC15pYq2q
Roses - Imanbek Remix,"SAINt JHN, Imanbek",slap house,Electronic,Roses (Imanbek Remix),2019-10-09,24Yi9hE78yPEbZ4kxyoXAI,Columbia/B1 Recordings,RUB421901499,720073920,"0H39MdGGX6dbnnQPt6NQkZ, 5rGrDvrLOV2VV8SCFVGWlj"
Combatchy (feat. MC Rebecca),"Anitta, Lexa, Luísa Sonza, Rebecca","brazilian pop, funk pop, funk carioca, funk, pagode baiano, brazilian funk, brega funk","Hip Hop, Pop, R&B, Latin",Combatchy (feat. MC Rebecca),2019-11-20,2bPtwnrpFNEe8N7Q85kLHw,WM Brazil,BRWMB1901435,4921668,"7FNnA9vBm6EKceENgCGRMb, 0jTDeBJQr3unrK29LklnAv, 4PzYKhC14sTJNEr0dzoo0d, 5MS6HieNmKxzkAM8amE8sr"
"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)","French Montana, Post Malone, Cardi B, Rvssian",trap latino,Latin,MONTANA,2019-12-06,7ntUbTIwmwOD6ygCMRZT6e,Epic/Bad Boy Entertainment,USSM11904644,5232873,"6vXTefBL93Dj5IqAWq6OTv, 246dkjvS1zLTtiykXe5h60, 4kYSro6naA4h99UJvo89HB, 1fctva4kpRbg2k3v7kwRuS"
SENTADÃO,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro","funk, funk pop, brazilian funk, funk carioca, brega funk, brazilian pop, brega","Hip Hop, Pop, Country, R&B",SENTADÃO,2019-11-22,4lKuzrdZrJuCAedbIslF3A,WM Brazil,BRWMB1901455,16585132,"5wbf52LA6kcaboHSN6NEF1, 2Cra8I2P4OnMkVguqZRVwi, 7C7NNCiIFavKH6oDarjp0v"
Without Me,Halsey,,,Without Me,2018-10-04,5p7ujcrUXASCNwRaWNHR1C,Capitol Records,USUM71813499,15134361,26VFTg2z8YR0cCuwLzESi2
Wake Me Up,Avicii,edm,Electronic,True,2013-09-13,4h8VwCb1MTGoLKueQ1WgbD,Universal Music AB,SEUM71301326,3334601,1vCWHaC5f2uS3yhpwWbIA6
No Guidance (feat. Drake),"Chris Brown, Drake","r&b, rap, hip hop","Hip Hop, R&B",Indigo,2019-06-28,6XHVuErjQ4XNm6nDPVCxVX,Chris Brown Entertainment/RCA Records,USRC11901583,84358482,"7bXgB6jMjp9ATFy66eO08Z, 3TVXtAsR1Inumwj472S9r4"
Hate Me (with Juice WRLD),"Ellie Goulding, Juice WRLD","melodic rap, emo rap",Hip Hop,Hate Me (with Juice WRLD),2019-06-26,6kls8cSlUyHW2BUOkDJIZE,Polydor Records,GBUM71902944,79825962,"0X2BH1fck6amBIoJhDVmmJ, 4MCBfE4596Uoi2O4DtmEMz"
Hot (Remix) [feat. Gunna and Travis Scott],"Young Thug, Travis Scott, Gunna","rap, melodic rap, trap",Hip Hop,So Much Fun (Deluxe),2019-12-20,4ea9w8c4ROqiZpJVhfBA3m,300 Entertainment/Atl,USAT21906512,32227348,"50co4Is1HCEo8bhOyUWKpn, 0Y5tJX1MQlPlqiwlOH1tJY, 2hlmm7s2ICUX0LVIhVFlZQ"
WHAT TO DO? (feat. Don Toliver),"JACKBOYS, Travis Scott, Don Toliver","rap, ",Hip Hop,JACKBOYS,2019-12-27,4AO1XhrgJczQ9bNVxdfKQe,Cactus Jack/Epic,USSM11914985,7904010,"7A8S43ryYdbWpJKeHRZRcq, 0Y5tJX1MQlPlqiwlOH1tJY, 4Gso3d4CscCijv0lmajZWs"
High Hopes,Panic! At The Disco,emo,Rock,Pray for the Wicked,2018-06-22,1rqqCSm0Qe4I9rUvWncaom,DCD2 / Fueled By Ramen,USAT21801174,101549626,20JZFwl6HVl6yg8a4H3ZqK
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",,,If the World Was Ending (feat. Julia Michaels),2019-10-17,2kJwzbxV2ppxnQoYw4GLBZ,Arista Records,USQX91902708,409592015,"66W9LaWS0DPdL7Sz8iYGYe, 0ZED1XzwlLHW4ZaG4lOT6m"
SAD!,XXXTENTACION,emo rap,Hip Hop,?,2018-03-16,3ee8Jmje8o58CHK66QrVC2,"Bad Vibes Forever, LLC",USUG11800208,283933914,15UsOTVnJzReFVN1VCnxy4
Que Calor (with J Balvin & El Alfa),"Major Lazer, J Balvin, El Alfa, Diplo","moombahton, reggaeton, latin, dembow, urbano latino","Latin, Electronic",Que Calor (with J Balvin & El Alfa),2019-09-11,1G2CAJeP7rCwOZjlSJ0Zw3,WM Australia,QMUY41800271,38621825,"738wLrAtLtCtFOLvQBXOXp, 1vyhD5VmyZ7KMfW5gqLgo5, 2oQX8QiMXOyuqbcZEFsZfm, 5fMUXHkw8R8eOP2RNVYEZX"
Talk (feat. Disclosure),"Khalid, Disclosure",house,Electronic,Free Spirit,2019-04-05,6TqXcAFInzjp0bODyvrWEq,"Right Hand Music Group, LLC/RCA Records",USRC11900004,29822025,"6LuN9FCkKOj5PcnpouEgny, 6nS5roXSAGhTGr34W6n7Et"
Had Enough (feat. Quavo & Offset),"Don Toliver, Offset, Quavo",,,Had Enough (feat. Quavo & Offset),2019-12-27,2jrAaawDRCn1JjeouxAyDN,Cactus Jack / Atlantic,USAT21907692,8720453,"4Gso3d4CscCijv0lmajZWs, 4DdkRBBYG6Yk9Ka8tdJ9BW, 0VRj0yCOv2FXJNP47XQnx5"
Into the Unknown,"Idina Menzel, AURORA","musicals, norwegian pop, art pop","Pop, Classical",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019-11-15,3Z0oQ8r78OUaHvGPiDBR3W,Walt Disney Records,USWD11994667,16160918,"73Np75Wv2tju61Eo9Zw4IR, 1WgXqy2Dd70QQOU7Ay074N"
Supera - Ao Vivo,Marília Mendonça,"sertanejo, sertanejo universitário, arrocha, forró","Country, Latin","Todos Os Cantos, Vol. 3 (Ao Vivo)",2019-08-16,3GmJxfnUDrIs1iCfKUELFz,Som Livre,BRWNV1800376,761330,1yR65psqiazQpeM79CcGh8
Better Now,Post Malone,,,beerbongs & bentleys,2018-04-27,7dt6x5M1jzdTEt8oCbisTK,Republic Records,USUM71805170,126879830,246dkjvS1zLTtiykXe5h60
Dancing With A Stranger (with Normani),"Sam Smith, Normani","soft pop, ",Pop,Dancing With A Stranger (with Normani),2019-01-11,6Qs4SXO9dwPj5GKvVOv8Ki,PLG - Capitol,GBUM71807386,124486525,"2wY79sveU1sp5g7SokKOiI, 2cWZOOzeOm4WmBJRnD5R7I"
Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton",,,The Heist,2012-10-09,3bidbhpOYeV4knp8AIu8Xn,Macklemore,GMM881200021,6044298,"3JhNCzhSMTxs9WLGJJxWOY, 4myTppRgh0rojLxx8RycOp, 6WLvgbfYXQPO396oJEYCsi, 4e0nWw2r4BoQSKPQ2zpU13"
Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam","reggaeton, urbano latino, latin, trap latino, dembow",Latin,Otro Trago (Remix),2019-07-26,4bTZeO72FwMa6wKOiqoynL,Rich Music,QM9WM1900138,28775939,"77ziqFxp5gaInVrF2lj4ht, 1i8SpTcr7yvPOmcqrbnVXY, 2R21vXR83lH98kGeO99Y66, 1TtXnWcUs0FCkaZDPGYHdf, 1SupJlEpv7RS2tPNRaHViT"
Higher Love,"Kygo, Whitney Houston","tropical house, ",Electronic,Higher Love,2019-06-28,6oJ6le65B3SEqPwMRNXWjY,Kygo/RCA Records,USRC11901901,103571712,"23fqKkggKUBHNkbKtXEls4, 6XpaIBNiVzIetEPCWDvAFP"
Cheirosa - Ao Vivo,Jorge & Mateus,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin",Cheirosa (Ao Vivo),2019-10-11,2PWjKmjyTZeDpmOUa3a5da,Som Livre,BRRGE1909762,753095,1elUiq4X7pxej6FRlrEzjM
223's (feat. 9lokknine),"YNW Melly, 9lokknine","melodic rap, ",Hip Hop,Melly vs. Melvin,2019-11-22,29ZXwWOOLz9t5fa3eT3i7T,P2019,QMCE31902418,24359282,"1cNDP5yjU5vjeR8qMf4grg, 0ceH34CATvfgphxnLRWFkm"
Surtada - Remix Brega Funk,"Dadá Boladão, Tati Zaqui, OIK","brega funk, brega, funk, funk pop, brazilian funk","Hip Hop, Country, Pop, R&B",Surtada (Remix Brega Funk),2019-09-25,5F8ffc8KWKNawllr5WsW0r,Sony Music Entertainment,BR9Z21900225,743853,"36SRwzRkX5zW3ABjJrevqX, 0e68cnJyUTJu1nEuxxMSLm, 1B5n6jsxvFldc6Nq8Wx8VJ"
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake, Selena Gomez, Ozuna, Cardi B","pop, reggaeton, latin, trap latino, urbano latino, ","Latin, Pop",Carte Blanche,2019-07-25,0KoiMHhqKLoL4xM54rcWYY,DJ Snake Music Productions Limited,USUG11802029,8809264,"540vIaP2JwjQb9dm3aArA4, 0C8ZW7ezQVs4URX5aX7Kqx, 1i8SpTcr7yvPOmcqrbnVXY, 4kYSro6naA4h99UJvo89HB"
Graveyard,Halsey,,,Graveyard,2019-09-13,6V9fHiv84WlVTg7CSnIVY2,Capitol Records,USUM71917563,13408256,26VFTg2z8YR0cCuwLzESi2
Up All Night,Khalid,,,Up All Night,2019-11-14,1mpD5Q8IM32I4bF6eCpU74,"Right Hand Music Group, LLC/RCA Records",USRC11903550,13715923,6LuN9FCkKOj5PcnpouEgny
QUE PRETENDES,"J Balvin, Bad Bunny","reggaeton, latin, trap latino, urbano latino",Latin,OASIS,2019-06-28,25ZAibhr3bdlMCLmubZDVt,Universal Music Latino / Rimas,USUM71912318,38455922,"1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X"
bury a friend,Billie Eilish,,,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,4SSnFejRGlZikf02HLewEF,Darkroom/Interscope Records,USUM71900770,57077129,6qqNVTkY8uBg9cP3Jd7DAH
I Like It,"Cardi B, Bad Bunny, J Balvin","reggaeton, trap latino, latin, urbano latino",Latin,Invasion of Privacy,2018-04-06,58q2HKrzhC3ozto2nDdN4z,Atlantic/KSR,USAT21801431,1619503,"4kYSro6naA4h99UJvo89HB, 4q3ewBCX7sLwd24euuV69X, 1vyhD5VmyZ7KMfW5gqLgo5"
A Gente Fez Amor - Ao Vivo,Gusttavo Lima,"sertanejo, sertanejo universitário, arrocha, agronejo, piseiro, forró","Country, Latin",O Embaixador in Cariri (Ao Vivo),2019-12-05,3tv697PZNnaQN0Mn2zGhS5,Sony Music Entertainment,BXBAL1900023,38813381,7MiDcPa6UiV3In7lIM71IN
Stuck In A Dream (feat. Gunna),"Lil Mosey, Gunna",melodic rap,Hip Hop,Certified Hitmaker,2019-11-08,7iHHxY2NLlJRAmlAmC4ahQ,Mogul Vision/Interscope Records,USUM71911881,12144436,"5zctI4wO9XSKS8XwcnqEHk, 2hlmm7s2ICUX0LVIhVFlZQ"
Havana (feat. Young Thug),"Camila Cabello, Young Thug","pop, rap, melodic rap, trap","Hip Hop, Pop",Camila,2018-01-12,1rfofaqEpACxVEHIZBJe6W,Syco Music/Epic,USSM11706905,705143,"4nDoRrQiYLoBzwC5BhVJzF, 50co4Is1HCEo8bhOyUWKpn"
11 PM,Maluma,"reggaeton, latin, urbano latino",Latin,11:11,2019-05-17,7KbF6AdprOXEEHlsq11Z6d,Sony Music Latin,USSD11900166,17714052,1r4hJ1h58CWwUQe3MxPuau
New Rules,Dua Lipa,pop,Pop,Dua Lipa (Complete Edition),2015-00-00,2xJCMIJfcNYDc5iR0sAm2O,Warner Records,GBAHT1600310,700901,6M2wZ9GZgrQXHCFfjv46we
Panini,Lil Nas X,,,Panini,2019-09-13,1000nHvUdawXuUHgBod4Wv,Columbia,USSM11903948,20213800,7jVv8c5Fj3E9VhNjxT4snq
Eastside (with Halsey & Khalid),"benny blanco, Halsey, Khalid",,,FRIENDS KEEP SECRETS,2018-12-07,7FGq80cy8juXBCD2nrqdWU,Friends Keep Secrets/Interscope Records,USUM71809132,97600267,"5CiGnKThu5ctn9pBxv7DGa, 26VFTg2z8YR0cCuwLzESi2, 6LuN9FCkKOj5PcnpouEgny"
Look At Her Now,Selena Gomez,pop,Pop,Look At Her Now,2019-10-24,4yI3HpbSFSgFZtJP2kDe5m,Interscope Records,USUM71921647,8349117,0C8ZW7ezQVs4URX5aX7Kqx
Legends,Juice WRLD,"melodic rap, emo rap",Hip Hop,Legends,2018-06-22,1Knctxx9vGZxpZfF66BIEa,Juice WRLD / Interscope PS,USUG11801263,15614179,4MCBfE4596Uoi2O4DtmEMz
Say So,Doja Cat,,,Hot Pink,2019-11-07,3Dv1eDb0MEgF93GpLXlucZ,Kemosabe Records/RCA Records,USRC11903454,621966518,5cj0lLjcoR7YOSnhnX0Po5
MIDDLE CHILD,J. Cole,rap,Hip Hop,MIDDLE CHILD,2019-01-23,2JvzF1RMd7lE3KmFlsyZD8,"Dreamville, Inc., Under exclusive license to Roc Nation Records",QMJMT1902056,34316556,6l3HvQ5sa6mXTsMTB19rO5
MIA (feat. Drake),"Bad Bunny, Drake","reggaeton, trap latino, latin, urbano latino, rap, hip hop","Hip Hop, Latin",MIA (feat. Drake),2018-10-11,116H0KvKr2Zl4RPuVBruDO,OVO Sound/Warner Records,USWB11802236,687030,"4q3ewBCX7sLwd24euuV69X, 3TVXtAsR1Inumwj472S9r4"
July,Noah Cyrus,,,July,2019-07-31,5a6pdCHlWS2ekOOQ70QnAr,Records/Columbia,USQX91901092,109643968,55fhWPvDiMpLnE4ZzNXZyW
Liar,Camila Cabello,pop,Pop,Romance,2019-12-06,073ILU1C3APNRGF66VhtyA,Syco Music/Epic,USSM11905818,28730852,4nDoRrQiYLoBzwC5BhVJzF
goosebumps,Travis Scott,rap,Hip Hop,Birds In The Trap Sing McKnight,2016-09-16,6gBFPUFcJLzWGx4lenP6h2,Cactus Jack / Epic,USSM11607555,443930298,0Y5tJX1MQlPlqiwlOH1tJY
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto & Cristiano,"sertanejo, sertanejo universitário, arrocha, agronejo","Country, Latin","Por Mais Beijos Ao Vivo, Ep1 - Ao Vivo",2019-12-05,2Q9TaUXNM4mNSCgJjbmsJe,Som Livre,BRWNV1900304,675777,487N2T9nIPEHrlTZLL3SQs
Pa' Olvidarme De Ella,"Piso 21, Christian Nodal","reggaeton, colombian pop, pop urbano, banda, ranchera, mariachi, norteño, música mexicana, grupera","Latin, Pop",Pa' Olvidarme De Ella,2019-09-06,1cVlW9WQiGlFdWUXFdFZGh,WM Mexico,MXF151900316,39292967,"4bw2Am3p9ji3mYsXNXtQcd, 0XwVARXT135rw8lyw1EeWP"
Don't Call Me Up,Mabel,,,Ivy To Roses (Mixtape),2019-01-18,5WHTFyqSii0lmT9R21abT8,Polydor Records,GBUM71808052,11280211,1MIVXf74SZHmTIp4V4paH4
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott","metal, glam metal, heavy metal, hard rock, rap","Metal, Rock, Hip Hop",Hollywood's Bleeding,2019-09-06,7CZyCXKG6d5ALeq41sLzbw,Republic Records,USUM71915731,12707835,"246dkjvS1zLTtiykXe5h60, 6ZLTlhejhndI4Rh53vYhrY, 0Y5tJX1MQlPlqiwlOH1tJY"
One Dance,"Drake, Wizkid, Kyla","rap, hip hop, afrobeats, afrobeat, afropop, azonto, afroswing, afropiano, dancehall, ","Traditional music, R&B, Pop, Hip Hop",Views,2016-05-06,1zi7xx7UVEFkmKfv06H8x0,Cash Money Records/Young Money Ent./Universal Rec.,USCM51600028,653196,"3TVXtAsR1Inumwj472S9r4, 3tVQdUvClmAT7URs9V3rsp, 6TK7fjRPdy2GW2pJzNF23L"
Candy,Doja Cat,,,Amala,2018-03-30,1VJwtWR6z7SpZRwipI12be,MAU Records,USRC11801164,2129852,5cj0lLjcoR7YOSnhnX0Po5
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, NATTI NATASHA, Farruko, Lenny Tavárez, Dalex, Zion","reggaeton, latin, urbano latino, bachata, trap latino, argentine trap","Hip Hop, Latin","DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix]",2019-09-06,1ndyl3wJCFs872XZ3ztPk6,WEA Latina,USWL11900240,36344534,"14zUHaJZo1mnYtn6IBRaRP, 1GDbiv3spRmZ1XdM1jQbT7, 329e4yvIujISKGKz1BZZbO, 1pQWsZQehhS4wavwh7Fnxd, 0KPX4Ucy9dk82uj4GpKesn, 1pgDilWYDWLoOgGjf1iHNu"
The London (feat. J. Cole & Travis Scott),"Young Thug, J. Cole, Travis Scott","rap, melodic rap, trap",Hip Hop,So Much Fun,2019-08-16,3s4mrPrEFFPF0LmAfutW0n,300 Entertainment/Atl,USAT21903320,21280841,"50co4Is1HCEo8bhOyUWKpn, 6l3HvQ5sa6mXTsMTB19rO5, 0Y5tJX1MQlPlqiwlOH1tJY"
Some que ele vem atrás,"Anitta, Marília Mendonça","brazilian pop, funk pop, funk carioca, funk, pagode baiano, sertanejo, sertanejo universitário, arrocha, forró","Country, Pop, R&B, Hip Hop, Latin",Some que ele vem atrás,2019-10-30,2qD7VoDYcrAPY0cVEfpsR5,WM Brazil,BRWMB1901428,647025,"7FNnA9vBm6EKceENgCGRMb, 1yR65psqiazQpeM79CcGh8"
Perfect,Ed Sheeran,soft pop,Pop,÷ (Deluxe),2017-03-03,0tgVpDi06FyKpA1z0VMD4v,Atlantic Records UK,GBAHS1700024,279250415,6eUKZXaKkcviH0Ku9w2n3V
Family,"The Chainsmokers, Kygo",tropical house,Electronic,World War Joy,2019-12-06,3TKpJrY9q49Mj1JOsM9zGL,Disruptor Records/Columbia,USQX91903241,8357447,"69GGBxA162lTqCwzJG5jLp, 23fqKkggKUBHNkbKtXEls4"
Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid","reggaeton, urbano latino, trap latino, argentine trap","Hip Hop, Latin",The Academy,2019-10-11,0RDgqtvOHLwcI6yz9bjsZV,Rich Music,QM9WM1900155,46823527,"2kqUKsTuEj1lPbm6BSn1AU, 77ziqFxp5gaInVrF2lj4ht, 0KPX4Ucy9dk82uj4GpKesn, 14zUHaJZo1mnYtn6IBRaRP, 1pQWsZQehhS4wavwh7Fnxd, 2LRoIwlKmHjgvigdNGBHNo"
Baila Conmigo (feat. Kelly Ruiz),"Dayvi, Victor Cardenas, Kelly Ruíz",guaracha,Latin,Baila Conmigo (feat. Kelly Ruiz),2018-12-28,4Clmg1g8n2yBYG13Z1oSdG,Sony Music México,MXF011900173,641303,"2TWBei99x2tV70bdYbWdAf, 00CMSJdbf36zOzKB3z8JrR, 0cCNT5RyWndpS7Zx7ISEDw"
Old Town Road,Lil Nas X,,,7,2019-06-21,0F7FA14euOIX8KcbEturGH,Columbia,USSM11901941,3759397,7jVv8c5Fj3E9VhNjxT4snq
Another One Bites The Dust - Remastered 2011,Queen,"classic rock, rock, glam rock",Rock,The Game (2011 Remaster),1980-06-27,5vdp5UmvTsnMEMESIF2Ym7,EMI,GBUM71029605,17857881,1dfeR4HaWDbWqFHLkxsg1d
Say You Won't Let Go,James Arthur,soft pop,Pop,Back from the Edge,2016-10-28,5uCax9HTNlzGybIStD3vDh,Columbia,DEE861600586,296271712,4IWBUUAFIplrNtaOHcJPRM
If I Can't Have You,Shawn Mendes,pop,Pop,Shawn Mendes (Deluxe),2019-06-19,2bT1PH7Cw3J9p3t7nlXCdh,Island Records,USUM71907349,86994421,7n2wHs1TKAczGzO7Dd2rGr
Something Just Like This,"The Chainsmokers, Coldplay",,,Memories...Do Not Open,2017-04-07,6RUKPb4LETWmmr3iAEQktW,Disruptor Records/Columbia,USQX91700278,137361788,"69GGBxA162lTqCwzJG5jLp, 4gzpq5DPGxSnKTe4SA8HAU"
Under Pressure - Remastered 2011,"Queen, David Bowie","classic rock, rock, glam rock, art rock",Rock,Hot Space (2011 Remaster),1982-05-03,2fuCquhmrzHpu5xcA1ci9x,EMI,GBUM71029622,11286716,"1dfeR4HaWDbWqFHLkxsg1d, 0oSGxfWSnnOXhD2fKuz2Gy"
Youngblood,5 Seconds of Summer,,,Youngblood (Deluxe),2018-06-15,2iUXsYOEPhVqEBwsqP70rE,Capitol,GBUM71800366,135869908,5Rl15oVamLq7FbSb0NNBNy
ocean eyes,Billie Eilish,,,Ocean Eyes,2016-11-18,2uIX8YMNjGMD7441kqyyNU,Darkroom,US23A1500056,107204034,6qqNVTkY8uBg9cP3Jd7DAH
Moonlight,XXXTENTACION,emo rap,Hip Hop,?,2018-03-16,0JP9xo3adEtGSdUEISiszL,"Bad Vibes Forever, LLC",USUG11800209,174370096,15UsOTVnJzReFVN1VCnxy4
Pumped Up Kicks,Foster The People,,,Torches,2011-05-23,7w87IxuO7BDcJ3YUqCyMTT,Columbia,USSM11002931,623950,7gP3bB2nilZXLfPHJhMdvc
All Girls Are The Same,Juice WRLD,"melodic rap, emo rap",Hip Hop,Goodbye & Good Riddance,2018-12-10,4VXIryQMWpIdGgYR4TrjT1,Juice WRLD Mixtape / ISR P&D,USUG11800651,177660039,4MCBfE4596Uoi2O4DtmEMz
Death,"Trippie Redd, DaBaby","melodic rap, ",Hip Hop,A Love Letter To You 4,2019-11-22,3Kd6Wp3lG5HXMB2dlvuy7y,"TenThousand Projects, LLC",QZJ841900163,9036439,"6Xgp2XMz1fhVYe7i6yNAax, 4r63FhuTkUYltbVAg5TQnk"
Jocelyn Flores,XXXTENTACION,emo rap,Hip Hop,17,2017-08-25,7m9OqQk4RVRkw9JJdeAw96,Bad Vibes Forever / EMPIRE,USUYG1156892,299502693,15UsOTVnJzReFVN1VCnxy4
The Middle,"Zedd, Maren Morris, Grey","edm, country, ","Country, Electronic",The Middle,2018-01-23,09IStsImFySgyp0pIQdqAc,UMGRI Interscope,USUM71800463,619671,"2qxJFvFYMEDqd7ui6kSAcq, 6WY7D3jk8zTrHtmkqqo5GI, 4lDBihdpMlOalxy1jkUbPl"
Thunder,Imagine Dragons,,,Evolve,2017-06-23,1zB4vmk8tFRmM9UULNzbLB,Kid Ina Korner / Interscope,USUM71704167,34412762,53XhwfbYqKCa1cC15pYq2q
Africa,TOTO,soft rock,Rock,Toto IV,1982-04-08,2374M0fQpWi3dLnB54qaLX,Columbia,USSM19801941,23297627,0PFtn5NtBbbUNbU9EAmIWF
VALENTINO,24kGoldn,,,DROPPED OUTTA COLLEGE,2019-11-22,6piAUJJQFD8oHDUr0b7l7q,Records/Columbia,USQX91803621,6136961,6fWVd57NKTalqvmjRd2t8Z
Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",,,Uptown Special,2015-01-12,32OlwWuMpZ6b0aN2RZOeMS,Columbia,GBARL1401524,1484329,"3hv9jJF3adDNsBSIQDqcjp, 0du5cEVh5yTK9QJze8zA0C"
I Like Me Better,Lauv,,,I met you when I was 18. (the playlist),2018-05-31,2P91MQbaiQOfbiz9VqhqKQ,Lauv,GBWWP1702907,112643210,5JZ7CnR6gTvEMKX4g70Amv
Hit Contagiante,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro","brega funk, funk, brega, funk carioca, brazilian funk","Hip Hop, Country, Pop, R&B",Hit Contagiante,2019-07-26,5dKesZwp6deuhEeW8F1UEi,Tudo Nosso Produtora,US7VG1992577,612337,"2Cra8I2P4OnMkVguqZRVwi, 2UMj7NCbuqy1yUZmiSYGjJ, 07qgzS86XBNsyrY6MAVDAc, 7C7NNCiIFavKH6oDarjp0v"
Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella","melodic bass, future bass, edm, ",Electronic,World War Joy,2019-12-06,3g0mEQx3NTanacLseoP0Gw,Disruptor Records/Columbia,USQX91901353,62680701,"69GGBxA162lTqCwzJG5jLp, 45eNHdiiabvmbp4erw26rg, 1cZQSpDsxgKIX2yW5OR9Ot"
Nice To Meet Ya,Niall Horan,,,Nice To Meet Ya,2019-10-04,3cphb8kdsjElYR7r5icK3H,Capitol Records,USUG11902961,13132616,1Hsdzj7Dlq2I7tHP7501T4
You Need To Calm Down,Taylor Swift,,,Lover,2019-08-23,6RRNNciQGZEXnqk8SQ9yv5,Taylor Swift,USUG11901470,46480354,06HL4z0CvFAxyc27GXpf02
Feel It Still,Portugal. The Man,,,Woodstock,2017-06-16,6QgjcU0zLnzq5OrUoSZ3OK,Atlantic Records,USAT21700437,601606,4kI8Ie27vjvonwaB2ePh8T
3 Batidas - Ao Vivo,Guilherme & Benuto,"sertanejo, sertanejo universitário, agronejo, arrocha, piseiro","Country, Latin",3 Batidas (Ao Vivo),2019-08-16,1uryupl9hqVZYurJwH4G9k,Sony Music Entertainment,BX92R1900002,601352,6m6e7D2TnV0aYMllFFwMxu
Never Seen the Rain,Tones And I,,,Never Seen the Rain,2019-07-15,2grAr8pWMuLWn8ZYEE9wDV,Sony Music Entertainment,AUBM01900174,133351936,2NjfBq1NflQcKSeiDooVjY
Let Me Down Slowly,Alec Benjamin,,,Narrated For You,2018-11-16,2qxmye6gAegTMjLKEBoR3d,2018,USAT21802284,86895150,5IH6FPUwQTxPSXurCrcIov
Turn Me On (feat. Vula),"Riton, Oliver Heldens, Vula","house, future house, disco house",Electronic,Turn Me On (feat. Vula),2019-09-13,0qaWEvPkts34WF68r8Dzx9,Ministry of Sound Recordings,GBCEN1900052,27108406,"7i9j813KFoSBMldGqlh2Z1, 5nki7yRhxgM509M5ADlN1p, 6YqhcZlSE8ugUcmoHLw9gz"
Fantasía,Ozuna,"reggaeton, latin, trap latino, urbano latino",Latin,Nibiru,2019-11-29,40rXWke6SnXiGkSmaT8ZUr,Aura Music Corp.,USXDR1900703,8066075,1i8SpTcr7yvPOmcqrbnVXY
Going Bad (feat. Drake),"Meek Mill, Drake","rap, hip hop",Hip Hop,Championships,2018-11-30,2IRZnDFmlqMuOrYOLnZZyc,MMG/Atlantic,USAT21812710,19232357,"20sxb77xiYeusSH8cVdatc, 3TVXtAsR1Inumwj472S9r4"
Bruises,Lewis Capaldi,soft pop,Pop,Divinely Uninspired To A Hellish Extent,2019-05-17,4Of7rzpRpV1mWRbhp5rAqG,Vertigo Berlin,GBKPL1778698,195908162,4GNC7GD6oZMSxPGyXy4MNB
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber","latin, reggaeton, ",Latin,VIDA,2019-02-01,1vnnXMrBeEWiRg3YCMCjQq,UMLE - Latino,USUM71703825,589282,"4V8Sr092TqfHkfAA5fXXqG, 4VMYDCV2IEDYJArk749S6m, 1uNFoZAHBGtllmzznpCI3s"
Verdinha,"LUDMILLA, Topo La Maskara, Walshy Fire","pagode, brazilian pop, funk pop, funk, pagode baiano, funk carioca, samba, dancehall, soca","Pop, Traditional music, R&B, Hip Hop, Latin",Verdinha,2019-11-29,2RMOwSvOGQyy985Vx4VSGQ,WM Brazil,BRWMB1901535,588554,"3CDoRporvSjdzTrm99a3gi, 3kgQWNZNpp8d8JQZhuKbPP, 3yJLZoq3Ra2VmSW5teVgih"
